id,first_name,last_name,image,gender,race,party,is_incumbent,is_running,is_appointed,won_primary,election,first_year_elected,last_year_elected,percent_vote,notes
5296,Timothy,Rutkowski,,M,C,26,Yes,Yes,No,U,MI - Huron - 2016,2009,2012,,
4466,Frank,Ruybalid,,M,C,10,Yes,No,No,,CO - 3rd District - 2016,2013,2012,,
5367,Donald,Ryan,,M,C,19,Yes,Not Sure,No,,MN - Crow Wing - 2018,,2014,,
5260,Marian,Ryan,,F,C,10,Yes,Not Sure,No,,MA - Middlesex (Northern) - 2018,2013,2014,,
5595,Gary,Ryder,,M,C,19,Yes,Not Sure,No,,MT - Garfield - 2018,,2014,,
5738,Steve,Rye,,M,C,26,Yes,Not Sure,No,,NV - Lyon - 2018,2015,2014,,
6295,Mark,Sacha,,M,C,10,No,Yes,No,,NY - Erie - 2016,,,,
6329,James,Sacket,,M,C,26,Yes,Not Sure,No,,NY - Schoharie - 2017,,2013,,
4740,Anno,Sacro-Miller,,F,C,26,Yes,No,No,,IL - Lee - 2016,,2012,,Sacco-Miller will finish term and not seek reelection after being arrested for DUI: http://www.wifr.com/home/headlines/Lee-County-States-Attorney-Intends-to-Complete-Term-363751931.html
6874,Luis,Saenz,,M,H,10,Yes,Yes,Not Sure,Yes,TX - Cameron - 2016,,2012,,
5749,Lara Joan,Saffo,,M,C,19,Yes,Not Sure,No,,NH - Grafton - 2016,2011,2014,,
4941,Roger,Sailer,,M,C,26,Yes,Not Sure,No,,IA - Crawford - 2018,,2014,,
6685,Stefanie,Salavantis,,F,C,26,Yes,Not Sure,No,,PA - Luzerne - 2019,,2015,,
4439,Tori Verber,Salazar ,,F,H,19,Yes,Not Sure,No,,CA - San Joaquin - 2018,2015,2014,,
6911,Michael,Sales,,M,C,26,Yes,Yes,Not Sure,U,TX - Crosby - 2016,,,,
7800,W. Jeremy,Salter,,M,Not Sure,10,No,Yes,No,U,GA - Rome - 2016,,,,
7789,W. Jeremy,Salter,,M,C,10,No,Yes,No,U,GA - Rome - 2016,,,,
7758,Kevin,Salzman,,M,C,26,No,Yes,No,Yes,KS - Ford - 2016,,,,
7419,Jim E. ,Samples,,M,C,10,Yes,Yes,No,U,WV - Clay - 2016,,2012,,
5771,Paul,Sanchez,,M,H,10,No,Yes,No,No,NM - District 8 - 2016,,,,
5756,Maria,Sanchez-Gagne,,F,H,10,No,Yes,No,No,NM - District 1 - 2016,,,,http://www.abqjournal.com/718345/news/maria-sanchez-gagne-announces-run-for-district-attorney-for-1st-district.html
7580,Jeremiah,Sandburg,,M,C,26,Yes,Not Sure,No,,WY - Laramie - 2018,,,,
5138,Rob,Sanders,,M,C,10,Yes,Not Sure,No,,KY - 16th Circuit - 2018,,2012,,
4585,Dennis,Sanders,,M,C,10,Yes,No,No,,GA - Toombs - 2016,1984,2012,,
5408,Damain,Sandy,,M,C,19,Yes,Not Sure,No,,MN - Pipestone - 2018,,2014,,
7383,Shawn,Sant,,M,C,26,Yes,Not Sure,No,,WA - Franklin - 2018,,2014,,
4994,John,Sarcone,,M,C,10,Yes,Not Sure,No,,IA - Polk - 2018,,2014,,
7520,Kyle,Sargent,,M,C,26,Yes,No,No,,WI - Green Lake - 2016,,2012,,
6499,Jason,Sarver,,M,C,26,No,Yes,No,U,OH - Hocking - 2016,,,,
7389,Dan,Satterburg,,M,C,26,Yes,Not Sure,No,,WA - King - 2018,,2014,,
4524,Michael,Satz,,M,C,10,Yes,Yes,No,Yes,FL - 17th Circuit - 2016,1976,2012,,http://www.browardbeat.com/veteran-brow-prosecutor-mike-satzs-nightmare/ see also Stephanie Moon (AAF) considering running ( http://www.scmoonlaw.com/business_litigation_attorney/))
5012,Adam,Sauer,,M,C,26,Yes,Not Sure,No,,IA - Winnebago - 2018,,2014,,
6368,Reece,Saunders,,M,C,10,Yes,Not Sure,No,,NC - District 16C - 2018,,2014,,
4950,W. Wayne,Saur,,M,C,26,Yes,Not Sure,No,,IA - Fayette - 2018,,2014,,
5538,Phillip,Sawyer,,M,C,26,Yes,Not Sure,No,,MO - Pettis - 2018,,2014,,
7048,Scott,Say,,M,AA,26,Yes,Yes,Not Sure,U,TX - Lamb - 2016,,,,
7283,Patricia D,Scales,,F,AA,10,Yes,Not Sure,No,,VA - Cumberland - 2019,,2015,,
6680,Shane,Scanlon,,M,C,26,Yes,Not Sure,Yes,,PA - Lackawanna - 2017,2016,,,
6343,Anthony,Scarpino,,M,C,10,No,Yes,No,,NY - Westchester - 2016,,,,http://www.nytimes.com/2016/03/21/nyregion/four-candidates-seek-westchester-county-district-attorney-post.html
4677,Barry,Schaefer,,M,C,26,No,Yes,No,No,IL - Cumberland - 2016,,,,
5298,Ronald,Schafer,,M,C,26,No,No,No,,MI - Ionia - 2016,2005,2012,,Apppointed Circuit Court Judge http://www.lansingstatejournal.com/story/news/local/2016/03/16/ionia-county-prosecutor-appointed-circuit-court-judge/81800354/
4857,Joshua,Schalk,,M,C,26,Yes,Not Sure,No,,IN - Harrison - 2018,,2014,,
5630,Hannah,Schantz,,F,C,26,Yes,Not Sure,No,,MT - Treasure - 2018,,2014,,
5651,Paul R.,Schaub,,M,C,26,Yes,Not Sure,No,,NE - Cheyenne - 2018,,2014,,
5421,David,Schauer,,M,C,19,Yes,Not Sure,No,,MN - Sibley - 2018,,2014,,
4864,Wesley,Schemenaur,,M,C,10,Yes,Not Sure,No,,IN - Jay - 2018,2010,2014,,
5665,Henry,Schenker,,M,C,26,Yes,Not Sure,No,,NE - Franklin - 2018,,2014,,
5396,Brandi,Schiefelbein,,F,C,19,Yes,Not Sure,No,,MN - Meeker - 2018,,2014,,
7541,Michael,Schiek,,M,C,26,Yes,Yes,No,U,WI - Oneida - 2016,,2012,,
4613,Kristina,Schindele,,F,C,10,Yes,Yes,No,Yes,ID - Elmore - 2016,,2012,,
7176,Bennie,Schiro,,M,C,26,Yes,Yes,Not Sure,Yes,TX - 258th Judicial District - 2016,,2012,,
5120,Zelda,Schlotterbeck,,F,C,26,Yes,Yes,No,U,KS - Woodson - 2016,2009,,,
4679,Richard,Schmack,,M,C,10,Yes,Yes,No,U,IL - DeKalb - 2016,2012,2012,,
5048,Mark,Schmeidler,,M,C,26,Yes,Yes,No,No,KS - Gove - 2016,,,,
6549,Matthew,Schmidt,,M,C,26,Yes,Yes,No,U,OH - Ross - 2016,,2012,,
6285,Jason,Schmidt,,M,C,26,No,Yes,No,U,NY - Chautauqua - 2016,,,,
4627,Christopher,Schmidt,,M,C,26,No,Yes,No,No,ID - Jefferson - 2016,,,,
7110,Donald ,Schnebly,,M,C,26,Yes,Yes,No,Yes,TX - 43rd Judicial District - 2016,,,,
7542,Carrie,Schneider,,F,C,26,Yes,Yes,No,U,WI - Outagamie - 2016,,2012,,
4962,Kevin,Schoeberl,,M,C,10,Yes,Not Sure,No,,IA - Howard - 2018,2015,2014,,
5090,Melissa,Schoen,,F,C,26,Yes,Not Sure,No,,KS - Phillips - 2016,,,,
4988,Micah,Schreurs,,M,C,26,Yes,Not Sure,No,,IA - O'Brien - 2018,,2014,,
5681,David,Schroeder,,M,C,26,Yes,Not Sure,No,,NE - Howard - 2018,2010,2014,,
5666,Jon,Schroeder,,M,C,26,Yes,Not Sure,No,,NE - Frontier - 2018,,2014,,
5094,Keith,Schroeder,,M,C,26,Yes,Yes,No,U,KS - Reno - 2016,,2012,,
4971,John,Schroeder,,M,C,26,Yes,Not Sure,No,,IA - Keokuk - 2018,,2014,,
4434,Marie,Schubert,,F,C,19,Yes,Not Sure,No,,CA - Sacramento - 2018,2015,2014,,
5091,Sherri,Schuck,,F,C,26,Yes,Yes,No,U,KS - Pottawatomie - 2016,,,,
6665,Francis,Schultz,,M,C,26,Yes,Not Sure,No,,PA - Crawford - 2019,,2015,,
5331,LaDonna,Schultz,,F,C,10,Yes,Yes,No,Yes,MI - Ogemaw - 2016,2005,2012,,"Ran unopposed in primary/general: http://www.ogemawherald.com/stories/Sheriff-commissioner-seats-up-for-grabs-Nov-6,95662"
4978,Matthew,Schultz,,M,C,26,Yes,Not Sure,No,,IA - Madison - 2018,,2014,,
7663,Gary,Schumacher,,M,C,26,No,Yes,No,U,SD - Kingsbury - 2016,,,,
6759,Gary,Schumacher,,M,C,26,Yes,No,Yes,,SD - Hamlin - 2016,,,,
4712,Matthew,Schutte,,M,C,26,Yes,Yes,Yes,Yes,IL - Henry - 2016,,2015,,
7753,Larry ,Schwartz,,M,C,26,No,Yes,No,Yes,KS - Cowley - 2016,,,,
5521,Terry Daley,Schwartze,,F,C,10,Yes,Not Sure,No,,MO - Maries - 2018,,2014,,
6410,Todd,Schwarz,,M,C,19,No,No,Yes,,ND - Grant - 2018,2015,2014,,"Resigned in 2015, prosecuted Craig Cobb and Kynan Dutton: http://bismarcktribune.com/news/state-and-regional/three-counties-search-for-new-state-s-attorneys/article_55f529ba-42cc-5598-a7cc-adb853bd7388.html"
7806,Raymond,Sciarrino,,M,C,26,No,Yes,No,U,NY - Livingston - 2016,,,,
5686,Eric,Scott,,M,C,26,Yes,Not Sure,No,,NE - Keya Paha - 2018,,2014,,is also county attorney of Cherry county
5650,Eric,Scott,,M,C,26,Yes,Not Sure,No,,NE - Cherry - 2018,,2014,,
4753,Jay,Scott,,M,C,10,Yes,Yes,No,U,IL - Macon - 2016,2012,2012,,
5469,Dwight,Scroggins,,M,C,10,Yes,Not Sure,No,,MO - Buchanan - 2018,1991,2014,,
5301,Risa Hunt,Scully,,F,C,26,Yes,Yes,No,U,MI - Isabella - 2016,2012,2012,,
4780,David,Searby,,M,C,40,No,Yes,No,U,IL - Perry - 2016,,,,
5085,R. Douglas,Sebelius,,M,C,26,Yes,Not Sure,No,,KS - Norton - 2016,,,,
7427,Lucas,See,,M,C,10,Yes,Yes,No,U,WV - Hardy - 2016,,2012,,
7544,John,Seifert,,M,C,10,Yes,Yes,No,U,WI - Pepin - 2016,,2012,,
5568,Matt,Selby,,M,C,26,Yes,Not Sure,No,,MO - Stone - 2018,2003,2014,,
6554,Timothy,Sell,,M,C,26,Yes,Yes,No,U,OH - Shelby - 2016,,2012,,
5126,Kathryn,Senter,,F,C,10,Yes,Not Sure,Yes,,KY - 4th Circuit - 2018,2014,,,
5275,Michael,Sepic,,M,C,26,Yes,Yes,No,U,MI - Berrien - 2016,2013,2014,,Appointed 2013 elected since.
7209,Roberto,Serna,,M,H,10,Yes,Yes,No,Yes,TX - 293rd Judicial District - 2016,,2012,,
5757,Marco,Serna,,M,H,10,No,Yes,No,Yes,NM - District 1 - 2016,,,,http://www.santafenewmexican.com/news/local_news/newly-appointed-district-attorney-faces-challenge/article_370241ae-aaf4-51f2-a00b-f17163af09c1.html
5089,John,Settle,,M,C,26,Yes,Yes,No,No,KS - Pawnee - 2016,,,,
6616,John T.,Sewell,,M,C,19,Yes,Yes,No,,OR - Hood River - 2016,1992,2012,,Oregon nonpartisan DA elections are final in the May primary
7375,Douglas,Shae,,M,C,26,Yes,Not Sure,No,,WA - Chelan - 2018,,2014,,
7664,Michael,Sharkey,,M,C,26,No,Yes,No,Yes,MI - Lapeer - 2016,,,,
4723,Tambra Cain,Sharp,,F,C,26,Yes,Yes,No,U,IL - Johnson - 2016,2012,2012,,
5136,Gordie,Shaw,,M,C,10,Yes,Not Sure,No,,KY - 14th Circuit - 2018,,2012,,
6662,William,"Shaw, Jr.",,M,C,10,Yes,Not Sure,No,,PA - Clearfield - 2019,,2015,,
7801,Brad,Shealy,,M,C,26,No,Yes,No,U,GA - Southern - 2016,,,,
7790,Brad,Shealy,,M,C,26,No,Yes,No,U,GA - Southern - 2016,,,,
7462,Martin,Sheehan,,M,Not Sure,26,No,Yes,No,U,WV - Ohio - 2016,,,,
6990,David,Sheffield,,M,C,26,Yes,Yes,No,Yes,TX - 88th Judicial District - 2016,,2012,,
5462,Jacob,Shellabarger,,M,C,10,Yes,Not Sure,No,,MO - Audrain - 2018,2011,2014,,
5233,Scott,Shellenberger,,M,C,10,Yes,Not Sure,No,,MD - Baltimore (county other than city) - 2018,,2014,,
7776,Allen,Shelton,,M,C,26,No,Yes,No,,KS - Rawlins - 2016,,,,
5109,Joe,Shepack,,M,C,26,Yes,Not Sure,No,,KS - Stafford - 2016,,,,Arrested for DUI in 2014 http://ksn.com/2014/10/06/county-attorney-arrested-for-dui/
5043,Joe,Shepack,,M,C,26,Yes,Yes,No,No,KS - Ellsworth - 2016,1992,,,Arrested for DUI in 2014 http://ksn.com/2014/10/06/county-attorney-arrested-for-dui/
7863,B.J. ,Shepherd,,M,C,26,Yes,No,No,,TX - 220th Judicial District - 2016,,2012,,
6895,B.J.,Shepherd,,M,C,26,Yes,No,No,,TX - 220th Judicial District - 2016,,2012,,
5502,Robert,Shepherd,,M,C,26,Yes,Not Sure,No,,MO - Holt - 2018,,2014,,
6923,Michael,Sheppard,,M,C,10,Yes,No,No,,TX - 24th Judicial District - 2016,,2012,,
5283,Charles,Sherman,,M,C,26,Yes,Yes,No,No,MI - Clinton - 2016,1989,2012,,
5741,Bryce,Shields,,M,C,26,Yes,Not Sure,No,,NV - Pershing - 2018,,2014,,
5500,Richard,Shields,,M,C,10,Yes,Not Sure,No,,MO - Henry - 2018,2003,2014,,
4914,Michael,Shipman,,M,C,26,Yes,Not Sure,No,,IN - Wayne - 2018,,2014,,
7146,Stephen,Shires,,M,C,26,No,Yes,No,Yes,TX - 123rd Judicial District - 2016,,,,
6600,Matt,Shirtcliff,,M,C,19,Yes,Yes,No,,OR - Baker - 2016,2000,2012,,Oregon nonpartisan DA elections are final in the May primary
4973,Michael,Short,,M,C,10,Yes,Not Sure,No,,IA - Lee - 2018,,2014,,
5009,Shawn,Showers,,M,C,26,Yes,Not Sure,No,,IA - Washington - 2018,,2014,,
7251,Tracy,Shriver,,F,C,10,Yes,Not Sure,No,,VT - Windham - 2018,,2014,,
4387,Daniel,Shue,,M,C,19,Yes,Not Sure,No,,AR - 12th District - 2018,,2014,,"May is final election for prosecutors in AR, not November"
4620,Luverne,Shull,,M,C,26,Yes,Yes,No,No,ID - Gooding - 2016,2012,2012,,
4706,Brooke ,Shupe,,F,Not Sure,10,No,Yes,No,Yes,IL - Grundy - 2016,,,,
7864,Adam ,Sibley,,M,C,26,No,Yes,No,,TX - 220th Judicial District - 2016,,,,
6854,Adam,Sibley,,M,C,26,No,Yes,No,Yes,TX - 220th Judicial District - 2016,,,,
7369,Julia Hutt,Sichol,,F,C,19,Yes,Not Sure,No,,VA - Westmoreland - 2019,,2015,,
7665,Michael,Sieb,,M,Not Sure,26,No,Yes,No,Yes,ID - Jerome - 2016,,,,
4612,Val,Siegel,,M,C,19,Yes,No,No,,ID - Custer - 2016,,2012,,
7132,W. Coty,Siegert,,M,C,26,Yes,Yes,Not Sure,U,TX - Robertson - 2016,,2012,,
4503,Jeff,Siegmeister,,M,C,26,Yes,Yes,No,U,FL - 3rd Circuit - 2016,,2012,,
7666,Carol,Siemon,,F,C,10,No,Yes,No,Yes,MI - Ingham - 2016,,,,
5717,Heather,Sikyta,,F,C,10,Yes,Not Sure,No,,NE - Sherman - 2018,,2014,,
4370,George,Silva,,M,H,10,Yes,Yes,No,U,AZ - Santa Cruz - 2016,,2012,,
7466,Gene,Simmons,,M,C,10,Yes,Yes,No,Yes,WV - Pocahontas - 2016,,2012,,
5714,Jamian,Simmons,,F,C,26,Yes,Not Sure,No,,NE - Sheridan - 2018,2015,2014,,
7516,Chuck,Simono,,M,C,10,Yes,Yes,No,U,WI - Forest - 2016,,2012,,
5016,Eric,Simonson,,M,C,26,Yes,Not Sure,No,,IA - Wright - 2018,,2014,,
4664,Dennis,Simonton,,M,C,26,Yes,No,No,,IL - Clark - 2016,2001,2012,,
6702,Leonard,Simpson,,M,C,26,Yes,Not Sure,No,,PA - Sullivan - 2017 ,,,,
7116,Randall,Sims,,M,C,26,Yes,Yes,No,Yes,TX - 47th Judicial District - 2016,2004,2012,,"Uncontested in 2008, 2012"
6839,Randall,Sims,,M,C,26,Yes,Yes,No,Yes,TX - 47th Judicial District - 2016,2004,2012,,
6311,Madeline,Singas,,F,C,10,Yes,Not Sure,No,,NY - Nassau - 2019,2015,2015,,
7262,John,Singleton,,M,C,19,Yes,Not Sure,No,,VA - Bath - 2019,,2015,,
6646,Brian,Sinnett,,M,C,26,Yes,Not Sure,No,,PA - Adams - 2019,2016,2015,,
6110,Kent,Sipe,,M,C,19,Yes,No,Not Sure,,MT - Musselshell - 2018,,2014,,
6096,Kent,Sipe,,M,C,19,Yes,No,Not Sure,,MT - Golden Valley - 2018,,2014,,
5611,Kent,Sipe,,M,C,19,Yes,Not Sure,No,,MT - Musselshell - 2018,,2014,,
5597,Kent,Sipe,,M,C,19,Yes,Not Sure,No,,MT - Golden Valley - 2018,,2014,,
7446,George Victor,Sitler,,M,C,26,No,Yes,No,U,WV - Mercer - 2016,,,,Corrected name
6504,James Joel,Sitterly,,M,C,26,No,Yes,No,U,OH - Huron - 2016,,,,
4544,Peter,Skandalakis,,M,C,26,Yes,Yes,No,,GA - Coweta - 2016,,2012,,
7429,Kenny,Skeen,,M,C,26,Yes,No,No,,WV - Jackson - 2016,,2012,,
4568,Samuel,Skelton,,M,Not Sure,26,No,No,No,,GA - Northern - 2016,,,,Skelton under investigation for removing evidence http://www.921wlhr.com/banks-county-ada-under-investigation-by-gbi/; not running http://www.921wlhr.com/banks-county-ada-under-investigation-by-gbi/
5209,Asa,Skinner,,M,C,19,Yes,Not Sure,No,,LA - 30th District - 2020,,2014,,
7584,Bryan,Skoric,,M,C,26,Yes,Not Sure,No,,WY - Park - 2018,,,,
5531,Jake,Skouby,,M,C,26,Yes,Not Sure,No,,MO - Newton - 2018,2007,2014,,
7100,Mark,Skurka,,M,C,10,Yes,Yes,No,No,TX - 105th Judicial District - 2016,,2012,,
4537,Julia Fessenden,Slater,,F,C,10,Yes,Yes,No,U,GA - Chattahoochee - 2016,,2012,,
5222,Kathryn ,Slattery,,F,C,10,Yes,Not Sure,No,,ME - District 1 - 2018,,2014,,
4332,Scott,Slatton,,M,C,26,No,Yes,No,U,AL - 25th Circuit - 2016,,,,
7333,C.H. Chuck,Slemp III,,M,C,26,Yes,Not Sure,No,,VA - Norton City - Wise County - 2019,,2015,,
5780,Keith,Slep,,M,C,26,Yes,Not Sure,No,,NY - Allegany - 2019,,2015,,
7396,Karl,Sloan,,M,C,10,Yes,Not Sure,No,,WA - Okanogan - 2018,,2014,,
7667,Jeffrey,Slocombe,,M,Not Sure,40,No,Yes,No,U,MI - Leelanau - 2016,,,,
6749,Danny,Smeins,,M,C,10,Yes,Yes,No,U,SD - Day - 2016,,2012,,
7866,Sam,Smith,,M,C,26,No,Yes,No,,TX - 36th Judicial District - 2016,,,,
7723,Stacy ,Smith,,F,C,26,No,Yes,No,No,WI - Juneau - 2016,,,,
7670,Steve,Smith,,M,C,19,No,Yes,No,,SD - Lyman - 2016,,,,
7669,Donald,Smith,,M,C,26,No,Yes,No,U,MI - Kalamazoo - 2016,,,,
7668,Sean P.,Smith,,M,Not Sure,26,No,Yes,No,Yes,ID - Adams - 2016,,,,
7581,Joshua,Smith,,M,C,26,Yes,Not Sure,No,,WY - Lincoln - 2018,,,,
7461,Scott R.,Smith,,M,C,10,Yes,Yes,No,U,WV - Ohio - 2016,,2012,,
7315,Jan C.,Smith,,M,C,19,Yes,Not Sure,No,,VA - Lancaster - 2019,,2015,,
7298,Holly B. ,Smith,,F,C,26,Yes,Not Sure,No,,VA - Gloucester - 2019,,2015,,
7143,Ben R.,Smith,,M,C,26,Yes,Yes,No,Yes,TX - 132nd Judicial District - 2018,,2014,,
6786,Craig,Smith,,M,C,26,Yes,Yes,No,Yes,SD - Potter - 2016,,2012,,
6676,David,Smith,,M,C,26,Yes,Not Sure,No,,PA - Huntingdon - 2019,,2015,,
6588,Jeff,Smith,,M,C,10,Yes,Not Sure,No,,OK - District 16 - 2018,,2014,,
6577,Fred,Smith,,M,C,26,Yes,Not Sure,No,,OK - District 5 - 2018,,2014,,
5693,Joseph,Smith,,M,C,26,Yes,Not Sure,No,,NE - Madison - 2018,,2014,,
5683,Rick,Smith,,M,C,26,Yes,Not Sure,Yes,,NE - Johnson - 2018,2015,,,brother of previous county attorney who resigned to take a better job
5617,Lewis K.,Smith,,M,C,26,Yes,Not Sure,No,,MT - Powell - 2018,,2014,,
5443,Robert Shuler,Smith,,M,AA,10,Yes,Not Sure,No,,MS - District 7 - 2019,,2015,,
5438,Joel,Smith,,M,C,26,Yes,Not Sure,No,,MS - District 2 - 2019,,2015,,
5400,Travis,Smith,,M,C,19,Yes,Not Sure,No,,MN - Murray - 2018,,2014,,
5314,Eric,Smith,,M,C,10,Yes,Yes,No,U,MI - Macomb - 2016,2005,2012,,
5240,Charles,Smith,,M,C,26,Yes,Not Sure,No,,MD - Frederick - 2018,,2014,,
5176,Linda,Smith,,F,C,26,Yes,Not Sure,No,,KY - 54th Circuit - 2018,,2012,,
5147,David,Smith,,M,C,10,Yes,Not Sure,No,,KY - 25th Circuit - 2018,,2012,,
5034,Christopher,Smith,,M,C,26,Yes,No,No,,KS - Cowley - 2016,2005,2014,,Cleared deputy after he killed black musician in a traffic stop http://www.kwch.com/news/local-news/multiple-agencies-assisting-with-cowley-county-incident/26272050
4998,Ben,Smith,,M,C,26,Yes,Not Sure,No,,IA - Sac - 2018,,2014,,
4654,Tricia,Smith,,F,C,26,No,Yes,No,Yes,IL - Boone - 2016,,,,
4638,Dustin,Smith,,M,C,26,Yes,No,No,,ID - Oneida - 2016,,2012,,
4575,Brad,Smith,,M,C,26,Yes,Yes,No,U,GA - Piedmont - 2016,,2012,,
4396,Nathan ,Smith,,M,C,19,Yes,Not Sure,No,,AR - 19th District West - 2018,,2014,,"May is final election for prosecutors in AR, not November"
4372,Jon,Smith,,M,C,10,Yes,Yes,No,U,AZ - Yuma - 2016,,2012,,
4366,Matthew,Smith,,M,C,26,Yes,Yes,No,U,AZ - Mohave - 2016,2003,2012,,
5445,Richard,"Smith, Jr.",,M,C,10,Yes,Not Sure,No,,MS - District 9 - 2019,,2015,,
4410,Lisa,Smittcamp,,F,C,19,Yes,Not Sure,No,,CA - Fresno - 2018,2015,2014,,
7066,Angela,Smoak,,F,C,26,Yes,Yes,Not Sure,U,TX - Marion - 2016,,2012,,
6595,Richard,Smothermon,,M,C,10,Yes,Not Sure,No,,OK - District 23 - 2018,,2014,,
7566,John,Snider,,M,C,26,Yes,No,No,,WI - Waupaca - 2016,,2012,,
6988,Mark,Snider,,M,C,26,Yes,Yes,No,Yes,TX - 84th Judicial District - 2016,,2012,,
5139,Michelle,Snodgrass,,F,C,10,Yes,Not Sure,No,,KY - 17th Circuit - 2018,2009,2012,,
6679,Cory,Snook,,M,C,26,Yes,Not Sure,No,,PA - Juniata - 2019,2010,2015,,
7468,Melvin,Snyder,,M,C,26,Yes,Yes,No,U,WV - Preston - 2016,,2012,,
5779,David,Soares,,M,AA,10,Yes,Not Sure,No,,NY - Albany - 2016,2005,2012,,
4468,Henry,Solano,,M,C,10,No,Yes,No,U,CO - 3rd District - 2016,,,,
4958,David,Solheim,,M,C,19,Yes,Not Sure,No,,IA - Hancock - 2018,,2014,,
7671,Eusebio,Solis,,M,H,10,No,Yes,No,U,MI - Calhoun - 2016,,,,
6866,Rumaldo Rumy,"Solis, Jr.",,M,H,10,No,Yes,No,No,TX - 79th Judicial District - 2016,,,,
6996,Coke,Solomon,,M,C,26,Yes,Not Sure,No,,TX - Harrison - 2018,,2014,,
7525,Mike,Solovey,,M,C,26,Yes,Yes,No,No,WI - Juneau - 2016,,2012,,
4838,Anthony,Sommer,,M,C,26,Yes,Not Sure,No,,IN - Clinton - 2018,,2014,,
7672,Donald,Sommerfield Jr.,,M,Not Sure,40,No,Yes,No,No,MI - Crawford - 2016,,,,
4990,Carl,Sonksen,,M,C,40,Yes,Not Sure,Yes,,IA - Page - 2018,,,,Appointed 2015: http://www.clarindaherald.com/news/local/new-page-county-attorney-named/article_dd2463a6-041d-11e5-a9ac-271a270455f3.html
4881,Steven,Sonnega,,M,C,26,Yes,Not Sure,No,,IN - Morgan - 2018,,2014,,
5434,Karin,Sonneman,,F,C,19,Yes,Not Sure,No,,MN - Winona - 2018,,2014,,
6875,Jeremy,SoRelle,,M,C,26,No,Yes,No,U,TX - Cameron - 2016,,,,
7469,Mark,Sorsaia,,M,C,26,Yes,Yes,No,U,WV - Putnam - 2016,,2012,,
4531,B. Alison,Sosebee,,F,C,26,Yes,Yes,No,,GA - Appalachian - 2016,,2012,,
6792,Emily,Sovell,,F,C,26,Yes,Yes,No,U,SD - Sully - 2016,,2012,,
6938,Tonya,Spaeth-Alschwede,,F,C,26,Yes,Not Sure,No,,TX - 452nd Judicial District - 2018,,2014,,
7673,Tony,Spagnuolo,,M,C,26,No,Yes,No,Yes,MI - Clinton - 2016,,,,
5393,Darlene Rivera,Spalla,,F,H,19,Yes,Not Sure,No,,MN - Mahnomen - 2018,,2014,,
5317,Paul,Spaniola,,M,C,10,Yes,Yes,No,U,MI - Mason - 2016,2009,2012,,
5313,J. Stuart,Spencer,,M,C,26,Yes,Yes,No,U,MI - Mackinac - 2016,2013,2012,,
5112,Kerwin,Spencer,,M,C,26,Yes,Yes,No,U,KS - Sumner - 2016,,2012,,
7295,Ross P. ,Spicer,,M,C,26,Yes,Not Sure,No,,VA - Frederick County - 2019,,2015,,
4636,Dan,Spickler,,M,C,26,Yes,No,No,,ID - Nez Perce - 2016,,2012,,
4643,Kathy,Spitzer,,F,C,10,Yes,Yes,No,U,ID - Teton - 2016,,2012,,
7463,Kevin,Sponaugle,,M,C,10,Yes,Yes,No,U,WV - Pendleton - 2016,,2012,,
6333,Thomas,Spota III,,M,C,26,Yes,Not Sure,No,,NY - Suffolk - 2017,,2013,,
6297,Kristy,Sprague,,F,C,26,Yes,Not Sure,No,,NY - Essex - 2017,2009,2013,,
6643,Jon,Springer,,M,C,19,No,Yes,No,No,OR - Wheeler - 2016,,,,Oregon nonpartisan DA elections are final in the May primary
4902,John,Springer,,M,C,10,Yes,Not Sure,No,,IN - Sullivan - 2018,,2014,,
5326,Robert,Springstead,,M,C,26,Yes,Yes,No,U,MI - Newaygo - 2016,,2012,,
5004,Clinton,Spurrier,,M,C,26,Yes,Not Sure,No,,IA - Taylor - 2018,,2014,,
4997,Clinton,Spurrier,,M,C,26,Yes,Not Sure,No,,IA - Ringgold - 2018,,2014,,
5643,David,Sreich,,M,C,26,Yes,Not Sure,No,,NE - Brown - 2018,2009,2014,,
5123,Mike,Stacey,,M,C,10,Yes,Not Sure,No,,KY - 1st Circuit - 2018,,2012,,
5499,Christine,Stallings,,F,C,10,Yes,Not Sure,Yes,,MO - Harrison - 2018,2015,2014,,
7260,Theo,Stamos,,F,C,10,Yes,Not Sure,No,,VA - Arlington County - Falls Church City - 2019,,2015,,
6527,James,Stanley,,M,Not Sure,26,No,Yes,No,Yes,OH - Meigs - 2016,,,,
7674,Matt,Stanton,,M,C,10,No,Yes,No,Yes,IL - Lake - 2016,,,,
4779,David,Stanton,,M,C,26,Yes,No,No,,IL - Perry - 2016,2000,2012,,http://thesouthern.com/news/local/perry-county-state-s-attorney-will-not-seek-re-election/article_e42fccb1-75ad-53cd-846f-1b80aca3bb3e.html
6301,Joseph,Stanzione,,M,C,26,Yes,Not Sure,No,,NY - Greene - 2018,,2014,,
6621,Ulys,Stapleton,,M,C,19,Yes,Yes,No,No,OR - Lake - 2016,,2012,,Oregon nonpartisan DA elections are final in the May primary
4961,Darin,Stater,,M,C,26,Yes,Not Sure,No,,IA - Henry - 2018,,2014,,
6801,Barry,Staubus,,M,C,26,Yes,Not Sure,No,,TN - District 2 - 2022,,2014,,"August is final election for TN District Attorneys, not November"
