district_id,district_short,state,job_title,population,percent_aa,percent_latino,percent_obama,primary_election_date,general_election_date,next_filing_date,election_result,notes
IL - DeWitt,DeWitt,IL,State's Attorney,16284,0.80,2.30,35.30,2016-03-15,2016-11-08,2015-11-30,http://herald-review.com/news/local/govt-and-politics/former-shelby-state-s-attorney-defeats-current-one/article_7dd8ef8a-28f5-11e2-9fb1-001a4bcf887a.html,
IL - Douglas,Douglas,IL,State's Attorney,19889,0.70,7.30,30.70,2016-03-15,2016-11-08,2015-11-30,http://jg-tc.com/news/state-s-attorney-s-offices-shaken-up-across-the-area/article_133cc370-28a2-11e2-90be-0019bb2963f4.html,
IL - DuPage,DuPage,IL,State's Attorney,932708,5.20,14.10,49.70,2016-03-15,2016-11-08,2015-11-30,http://www.dupageco.org/ElectionResults/,
IL - Edgar,Edgar,IL,State's Attorney,17841,0.50,1.00,32.70,2016-03-15,2016-11-08,2015-11-30,http://jg-tc.com/news/candidates-file-for-spring-primary-in-area-counties/article_a6352c18-1fba-11e1-af51-001871e3ce6c.html,
IL - Edwards,Edwards,IL,State's Attorney,6617,0.60,1.20,23.40,2016-03-15,2016-11-08,2015-11-30,http://www.navigatorjournal.com/news/article_a1fc47ba-2885-11e2-8440-0019bb2963f4.html,
IL - Effingham,Effingham,IL,State's Attorney,34320,0.50,1.90,23.20,2016-03-15,2016-11-08,2015-11-30,http://www.fourthcircuitil.com/news/uploads/Election(1162012)(withformulas).pdf,
IL - Fayette,Fayette,IL,State's Attorney,21870,4.70,1.70,31.70,2016-03-15,2016-11-08,2015-11-30,http://www.thexradio.com/news/78-local-news/2698-morrison-elected-state-s-attorney-in-fayette-county,
IL - Ford,Ford,IL,State's Attorney,13688,1.00,2.90,27.50,2016-03-15,2016-11-08,2015-11-30,http://www.fordcountycourthouse.com/ccrecorder/elections/2Nov2010.htm,
IL - Franklin,Franklin,IL,State's Attorney,39411,0.50,1.60,40.50,2016-03-15,2016-11-08,2015-11-30,email response from Evan Owens confirmd he ran unopposed in 2012 eowens@franklincosa.com,
IL - Fulton,Fulton,IL,State's Attorney,36007,3.90,2.70,54.00,2016-03-15,2016-11-08,2015-11-30,http://www.fultonco.org/november-6-2012-election-summary/,
IL - Gallatin,Gallatin,IL,State's Attorney,5291,0.80,1.90,40.00,2016-03-15,2016-11-08,2015-11-30,http://www.illelections.com/results/,
IL - Greene,Greene,IL,State's Attorney,13434,1.10,1.00,35.90,2016-03-15,2016-11-08,2015-11-30,http://www.examiner.com/article/greene-county-illinois-election-results-2012,
IL - Grundy,Grundy,IL,State's Attorney,50425,1.50,9.30,44.40,2016-03-15,2016-11-08,2015-11-30,http://www.grundyco.org/county-clerkrecorder/clerk-home/elections-department/election-results/,
IL - Hamilton,Hamilton,IL,State's Attorney,8296,0.60,1.60,32.20,2016-03-15,2016-11-08,2015-11-30,http://www.courierpress.com/news/local/illinois-voters-will-go-to-the-polls-tuesday-ep-444570817-326663561.html,
IL - Hancock,Hancock,IL,State's Attorney,18564,0.40,1.50,40.10,2016-03-15,2016-11-08,2015-11-30,http://www.whig.com/story/26821429/hancock-county-voters-electing-states-attorney-for-unexpired-term,
IL - Hardin,Hardin,IL,State's Attorney,4129,0.70,1.60,31.80,2016-03-15,2016-11-08,2015-11-30,no data on actual final vote tally http://www.dailyregister.com/article/20120403/NEWS/304039917,
IL - Henderson,Henderson,IL,State's Attorney,6916,0.40,1.50,43.20,2016-03-15,2016-11-08,2015-11-30,email response from smcclintock@9thjudicial.org confirmed Scott Mcclintock ran unopposed in 2012,
IL - Henry,Henry,IL,State's Attorney,49635,1.90,5.40,50.50,2016-03-15,2016-11-08,2015-11-30,,
IL - Iroquois,Iroquois,IL,State's Attorney,28879,1.10,6.50,26.60,2016-03-15,2016-11-08,2015-11-30,http://www.co.iroquois.il.us/wp-content/uploads/2012/11/results7-1.htm,
IL - Jackson,Jackson,IL,State's Attorney,59677,14.90,4.20,55.30,2016-03-15,2016-11-08,2015-11-30,http://www.jacksoncounty-il.gov/index.php/cocelectionresults,
IL - Jasper,Jasper,IL,State's Attorney,9623,0.30,1.40,24.50,2016-03-15,2016-11-08,2015-11-30,,
IL - Jefferson,Jefferson,IL,State's Attorney,38534,8.90,2.30,37.30,2016-03-15,2016-11-08,2015-11-30,,
IL - Jersey,Jersey,IL,State's Attorney,22571,0.70,1.30,36.70,2016-03-15,2016-11-08,2015-11-30,confirmed by email response by Ben Goetten in SA office ,
IL - Jo Daviess,Jo Daviess,IL,State's Attorney,22254,6.00,3.10,49.60,2016-03-15,2016-11-08,2015-11-30,http://www.thonline.com/news/tri-state/article_d37dc26a-7303-11e1-b718-0019bb30f31a.html,
IL - Johnson,Johnson,IL,State's Attorney,12601,8.50,3.30,27.60,2016-03-15,2016-11-08,2015-11-30,http://www.illelections.com/results/,
IL - Kane,Kane,IL,State's Attorney,527306,6.10,31.30,45.90,2016-03-15,2016-11-08,2015-11-30,http://electionresults.countyofkane.org/Contests.aspx?Id=4,
IL - Kankakee,Kankakee,IL,State's Attorney,111375,15.50,9.90,47.30,2016-03-15,2016-11-08,2015-11-30,http://www.daily-journal.com/news/local/kankakee-county-state-s-attorney-boyd-claims-razor-thin-win/article_07b8fbc6-7010-5e39-bb7c-8fa3c74d8fad.html,
IL - Kendall,Kendall,IL,State's Attorney,121350,6.70,16.90,47.00,2016-03-15,2016-11-08,2015-11-30,http://www.co.kendall.il.us/voter-registration/november-6-2012/,
IL - Knox,Knox,IL,State's Attorney,52069,8.00,5.60,51.30,2016-03-15,2016-11-08,2015-11-30,http://www.co.knox.il.us/county-clerk/elections-information/election-results-2/,
IL - Lake,Lake,IL,State's Attorney,705186,7.50,21.00,53.50,2016-03-15,2016-11-08,2015-11-30,http://results.enr.clarityelections.com/IL/Lake/42276/113523/en/summary.html#,
IL - LaSalle,LaSalle,IL,State's Attorney,111241,2.30,8.90,48.70,2016-03-15,2016-11-08,2015-11-30,http://www.lasallecounty.org/ctyclerk/election/,
IL - Lawrence,Lawrence,IL,State's Attorney,16519,10.10,3.70,33.60,2016-03-15,2016-11-08,2015-11-30,http://www.examiner.com/article/chris-quick-is-new-state-s-attorney,
IL - Lee,Lee,IL,State's Attorney,34735,5.30,5.80,45.20,2016-03-15,2016-11-08,2015-11-30,http://www.gbsvote.com/locations/results/337.HTM,
IL - Livingston,Livingston,IL,State's Attorney,37903,5.50,4.50,33.30,2016-03-15,2016-11-08,2015-11-30,http://il.livingston.accessliberty.com/pastelections.aspx,
IL - Logan,Logan,IL,State's Attorney,29746,8.10,3.40,32.90,2016-03-15,2016-11-08,2015-11-30,http://www.co.logan.il.us/county_clerk/election_results/results11062012.php,
IL - Macon,Macon,IL,State's Attorney,108350,17.10,2.10,46.50,2016-03-15,2016-11-08,2015-11-30,http://il.macon.accessliberty.com/pastelections.aspx,
IL - Macoupin,Macoupin,IL,State's Attorney,46453,1.10,1.00,44.90,2016-03-15,2016-11-08,2015-11-30,http://results.enr.clarityelections.com/IL/Macoupin/43958/113348/en/summary.html,
IL - Madison,Madison,IL,State's Attorney,266560,8.30,3.10,48.00,2016-03-15,2016-11-08,2015-11-30,http://www.co.madison.il.us/document_center/2012_General_Election_Summary.txt,
IL - Marion,Marion,IL,State's Attorney,38571,4.10,1.80,39.40,2016-03-15,2016-11-08,2015-11-30,http://www.wjbdradio.com/LocalNews/Marion-County-s-Next-Coroner-Will-Be-Troy-Cannon#.VsIpaTYrJPM,
IL - Marshall,Marshall,IL,State's Attorney,12014,0.50,3.30,41.80,2016-03-15,2016-11-08,2015-11-30,http://marshallcountyillinois.com/?page_id=613,
IL - Mason,Mason,IL,State's Attorney,13898,0.50,1.10,45.50,2016-03-15,2016-11-08,2015-11-30,http://il.mason.accessliberty.com/pastelections.aspx,
IL - Massac,Massac,IL,State's Attorney,14905,5.80,2.60,32.20,2016-03-15,2016-11-08,2015-11-30,http://www.metropolisplanet.com/bookmark/20744227-Weber-Fitch-Romney-winners-in-Massac-County,
IL - McDonough,McDonough,IL,State's Attorney,31880,5.40,2.70,47.70,2016-03-15,2016-11-08,2015-11-30,http://mcg.mcdonough.il.us/Past%20Elections.html,
IL - McHenry,McHenry,IL,State's Attorney,307283,1.40,12.40,44.60,2016-03-15,2016-11-08,2015-11-30,https://www.co.mchenry.il.us/county-government/departments-a-i/county-clerk/election-canvass-reports,
IL - McLean,McLean,IL,State's Attorney,174061,7.70,4.80,39.90,2016-03-15,2016-11-08,2015-11-30,http://il-mcleancounty.civicplus.com/index.aspx?NID=231,
IL - Menard,Menard,IL,State's Attorney,12570,1.20,1.40,34.10,2016-03-15,2016-11-08,2015-11-30,appointed in 2014 and ran again in 2014 for remainder of term,
IL - Mercer,Mercer,IL,State's Attorney,15945,0.60,2.10,52.60,2016-03-15,2016-11-08,2015-11-30,"2012 election results in ""documents"" pdf form at this page: http://www.mercercountyil.org/Departments/StatesAttorney.aspx",
IL - Monroe,Monroe,IL,State's Attorney,33722,0.40,1.60,35.50,2016-03-15,2016-11-08,2015-11-30,http://fox2now.com/2012/10/09/list-of-general-election-races-for-november-6th/,
IL - Montgomery,Montgomery,IL,State's Attorney,29359,3.40,1.70,41.50,2016-03-15,2016-11-08,2015-11-30,http://www.montgomeryco.com/countyclerk/elections/results.php,
IL - Morgan,Morgan,IL,State's Attorney,34929,6.40,2.30,41.10,2016-03-15,2016-11-08,2015-11-30,http://www.sj-r.com/article/20151201/NEWS/151209989,
IL - Moultrie,Moultrie,IL,State's Attorney,14837,0.50,1.30,35.30,2016-03-15,2016-11-08,2015-11-30,http://il.moultrie.accessliberty.com/pastelections.aspx,
IL - Ogle,Ogle,IL,State's Attorney,52085,1.10,0.60,40.60,2016-03-15,2016-11-08,2015-11-30,http://www.oglecountynews.com/2014/03/19/morrow-beats-rock-in-states-attorney-race/a3ez5gm/,
IL - Peoria,Peoria,IL,State's Attorney,187319,18.10,4.60,44.30,2016-03-15,2016-11-08,2015-11-30,http://www.peoriacounty.org/countyclerk/eresults,
IL - Perry,Perry,IL,State's Attorney,21672,8.80,3.10,40.00,2016-03-15,2016-11-08,2015-11-30,http://thesouthern.com/elections/stanton-retains-post-as-perry-co-state-s-attorney/article_0cc14e62-288e-11e2-82eb-001a4bcf887a.html,
IL - Piatt,Piatt,IL,State's Attorney,16431,0.60,1.10,35.40,2016-03-15,2016-11-08,2015-11-30,http://herald-review.com/news/local/govt-and-politics/former-shelby-state-s-attorney-defeats-current-one/article_7dd8ef8a-28f5-11e2-9fb1-001a4bcf887a.html,
IL - Pike,Pike,IL,State's Attorney,16022,1.90,1.20,31.30,2016-03-15,2016-11-08,2015-11-30,http://www.whig.com/story/27277509/boren-tops-goetten-in-pike-states-attorney-race,
IL - Pope,Pope,IL,State's Attorney,4276,6.70,1.90,29.30,2016-03-15,2016-11-08,2015-11-30,http://matchbin-assets.s3.amazonaws.com/public/sites/1429/assets/5TS9_111212_SS_1A_SS.pdf,
IL - Pulaski,Pulaski,IL,State's Attorney,5815,32.30,1.90,46.10,2016-03-15,2016-11-08,2015-11-30,,
IL - Putnam,Putnam,IL,State's Attorney,5814,0.90,4.70,49.60,2016-03-15,2016-11-08,2015-11-30,http://www.villageofhennepin.com/2015/12/first-woman-states-attorney-reflects-on.html,
IL - Randolph,Randolph,IL,State's Attorney,32869,10.10,2.80,39.90,2016-03-15,2016-11-08,2015-11-30,CALLED COUNTY CLERK ON 2/18 AND LEFT MESSAGE ,
IL - Richland,Richland,IL,State's Attorney,16061,0.60,1.50,32.40,2016-03-15,2016-11-08,2015-11-30,,
IL - Rock Island,Rock Island,IL,State's Attorney,146063,9.80,12.40,60.00,2016-03-15,2016-11-08,2015-11-30,http://www.rockislandcounty.org/CountyClerk.aspx?id=32926&terms=elections,
IL - Saline,Saline,IL,State's Attorney,24612,4.10,1.70,34.50,2016-03-15,2016-11-08,2015-11-30,http://www.dailyregister.com/article/20120321/NEWS/303219948,
IL - Sangamon,Sangamon,IL,State's Attorney,198997,12.40,2.20,44.70,2016-03-15,2016-11-08,2015-11-30,http://www.sangamoncountyclerk.com/results/November-6-2012-General/cumm.htm,
IL - Schuyler,Schuyler,IL,State's Attorney,7330,3.50,1.80,44.30,2016-03-15,2016-11-08,2015-11-30,http://tspr.org/post/election-results-2012#stream/0,
IL - Scott,Scott,IL,State's Attorney,5204,0.50,1.20,35.40,2016-03-15,2016-11-08,2015-11-30,http://www.sj-r.com/article/20121110/NEWS/311109974/?Start=2,
IL - Shelby,Shelby,IL,State's Attorney,22048,0.40,1.00,32.00,2016-03-15,2016-11-08,2015-11-30,http://il.shelby.accessliberty.com/pastelections.aspx,
IL - Stark,Stark,IL,State's Attorney,5813,0.60,1.10,41.10,2016-03-15,2016-11-08,2015-11-30,https://www.countyenews.com/?p=1581,
IL - St. Clair,St. Clair,IL,State's Attorney,265729,30.20,3.80,55.40,2016-03-15,2016-11-08,2015-11-30,http://www.countyclerk.co.st-clair.il.us/elections/electionResults/Pages/default.aspx,
IL - Stephenson,Stephenson,IL,State's Attorney,46435,9.60,3.50,48.10,2016-03-15,2016-11-08,2015-11-30,,
IL - Tazewell,Tazewell,IL,State's Attorney,135707,1.30,2.20,39.90,2016-03-15,2016-11-08,2015-11-30,http://il.tazewell.accessliberty.com/SharedFiles/Download.aspx?pageid=57&mid=187&fileid=254,
IL - Union,Union,IL,State's Attorney,17447,1.10,5.10,37.70,2016-03-15,2016-11-08,2015-11-30,http://assets.unioncountyil.gov/pdfs/elections/2012/2012_General_-_Abstract.pdf,
IL - Vermilion,Vermilion,IL,State's Attorney,79728,13.50,4.70,42.40,2016-03-15,2016-11-08,2015-11-30,http://www.news-gazette.com/news/local/2012-11-06/updated-1126-pm-total-vermilion-county-election-results-1162012.html,
IL - Wabash,Wabash,IL,State's Attorney,11549,0.90,1.50,31.00,2016-03-15,2016-11-08,2015-11-30,http://www.courierpress.com/news/local/illinois-voters-will-go-to-the-polls-tuesday-ep-444570817-326663561.html,
IL - Warren,Warren,IL,State's Attorney,17874,2.40,9.40,51.70,2016-03-15,2016-11-08,2015-11-30,http://www.warrencountyil.com/election-results,
IL - Washington,Washington,IL,State's Attorney,14337,0.80,1.60,33.00,2016-03-15,2016-11-08,2015-11-30,http://nash-news.com/pages/?p=6066,
IL - Wayne,Wayne,IL,State's Attorney,16543,0.60,1.30,19.70,2016-03-15,2016-11-08,2015-11-30,http://www.courierpress.com/news/local/illinois-voters-will-go-to-the-polls-tuesday-ep-444570817-326663561.html,
IL - White,White,IL,State's Attorney,14374,0.60,1.30,30.90,2016-03-15,2016-11-08,2015-11-30,http://www.navigatorjournal.com/news/article_a1fc47ba-2885-11e2-8440-0019bb2963f4.html,
IL - Whiteside,Whiteside,IL,State's Attorney,56876,1.70,11.80,57.40,2016-03-15,2016-11-08,2015-11-30,http://www.gbsvote.com/locations/results/335.HTM,
IL - Will,Will,IL,State's Attorney,685419,11.80,16.60,51.90,2016-03-15,2016-11-08,2015-11-30,http://results.enr.clarityelections.com/IL/Will/40544/113428/en/summary.html,
IL - Williamson,Williamson,IL,State's Attorney,67008,4.30,2.40,36.40,2016-03-15,2016-11-08,2015-11-30,email response from county clerk,
IL - Winnebago,Winnebago,IL,State's Attorney,288542,12.90,12.00,51.60,2016-03-15,2016-11-08,2015-11-30,http://winnebago.il.electionconsole.com/election.php?e=2012%20General&t=display,
IL - Woodford,Woodford,IL,State's Attorney,39187,0.70,1.80,29.40,2016-03-15,2016-11-08,2015-11-30,http://www.arcgis.com/home/webmap/viewer.html?webmap=874e56964dff420baf1302b2378a1654#!,
IN - Adams,Adams,IN,Prosecuting Attorney,34791,0.40,4.40,29.30,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Allen,Allen,IN,Prosecuting Attorney,365918,12.10,7.20,40.90,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Bartholomew,Bartholomew,IN,Prosecuting Attorney,80217,2.30,6.40,36.20,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Benton,Benton,IN,Prosecuting Attorney,8700,1.00,5.40,32.40,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Blackford,Blackford,IN,Prosecuting Attorney,12401,0.60,1.60,40.60,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Boone,Boone,IN,Prosecuting Attorney,61915,1.50,2.60,30.00,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Brown,Brown,IN,Prosecuting Attorney,14962,0.60,1.60,40.20,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Carroll,Carroll,IN,Prosecuting Attorney,19923,0.60,4.10,33.70,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Cass,Cass,IN,Prosecuting Attorney,38438,2.00,13.80,37.90,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Clark,Clark,IN,Prosecuting Attorney,114262,7.40,5.20,44.10,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Clay,Clay,IN,Prosecuting Attorney,26562,0.60,1.30,32.10,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Clinton,Clinton,IN,Prosecuting Attorney,32776,0.60,14.90,33.50,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Crawford,Crawford,IN,Prosecuting Attorney,10655,0.50,1.40,44.50,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Daviess,Daviess,IN,Prosecuting Attorney,32729,1.00,4.60,23.80,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Dearborn & Ohio,Dearborn & Ohio,IN,Prosecuting Attorney,55541,0.70,1.20,29.20,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Decatur,Decatur,IN,Prosecuting Attorney,26524,0.50,1.80,28.50,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - DeKalb,DeKalb,IN,Prosecuting Attorney,42383,0.50,2.70,33.20,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Delaware,Delaware,IN,Prosecuting Attorney,117074,7.10,2.10,50.40,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Dubois,Dubois,IN,Prosecuting Attorney,42345,0.50,6.70,35.20,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Elkhart,Elkhart,IN,Prosecuting Attorney,201971,6.20,15.10,36.00,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Fayette,Fayette,IN,Prosecuting Attorney,23468,1.60,0.90,40.20,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Floyd,Floyd,IN,Prosecuting Attorney,76179,5.50,2.90,42.00,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Fountain,Fountain,IN,Prosecuting Attorney,16658,0.40,2.60,31.50,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Franklin,Franklin,IN,Prosecuting Attorney,22934,0.40,0.90,27.50,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Fulton,Fulton,IN,Prosecuting Attorney,20500,0.80,5.10,32.30,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Gibson,Gibson,IN,Prosecuting Attorney,33759,2.10,1.60,33.50,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
IN - Grant,Grant,IN,Prosecuting Attorney,68569,7.30,4.00,37.90,,2018-11-06,2018-01-01,http://www.in.gov/apps/sos/election/general/general2014?page=office&countyID=-1&officeID=14&districtID=-1&candidate=,Primary in May.
