State,Electoral.District,Office.Name,Official.Name,Sex,Race,Data.Version
MO,Morgan County,Prosecuting Attorney,Dustin Dunklee,Male,White,summer_14
MO,New Madrid County,Prosecuting Attorney,Lewis Recker,Male,White,summer_14
MO,Newton County,Prosecuting Attorney,Jacob Skouby,Male,White,summer_14
MO,Nodaway County,Prosecuting Attorney,Robert Rice,Male,White,summer_14
MO,Oregon County,Prosecuting Attorney,Fred O'Neill,Male,White,summer_14
MO,Osage County,Prosecuting Attorney,Amanda Grellner,Female,White,summer_14
MO,Ozark County,Prosecuting Attorney,Thomas Cline,Male,White,summer_14
MO,Pemiscot County,Prosecuting Attorney,Bill Carter,Male,White,summer_14
MO,Perry County,Prosecuting Attorney,Thomas Hoeh,Male,White,summer_14
MO,Pettis County,Prosecuting Attorney,Jeff Mittelhauser,Male,White,summer_14
MO,Phelps County,Prosecuting Attorney,John Beger,Male,White,summer_14
MO,Pike County,Prosecuting Attorney,Mark Fisher,Male,White,summer_14
MO,Platte County,Prosecuting Attorney,Eric Zahnd,Male,White,summer_14
MO,Polk County,Prosecuting Attorney,Ken Ashlock,Male,White,summer_14
MO,Pulaski County,Prosecuting Attorney,Kevin Hillman,Male,White,summer_14
MO,Putnam County,Prosecuting Attorney,Tom Keedy,Male,White,summer_14
MO,Ralls County,Prosecuting Attorney,Rodney Rodenbaugh,Male,White,summer_14
MO,Randolph County,Prosecuting Attorney,Michael Fusselman,Male,White,summer_14
MO,Ray County,Prosecuting Attorney,Danielle Rogers,Female,White,summer_14
MO,Reynolds County,Prosecuting Attorney,Robert Johnson,Male,White,summer_14
MO,Ripley County,Prosecuting Attorney,Christopher Miller,Male,White,summer_14
MO,Saline County,Prosecuting Attorney,Donald Stouffer,Male,White,summer_14
MO,Schuyler County,Prosecuting Attorney,H. Scott Summers,Male,White,summer_14
MO,Scotland County,Prosecuting Attorney,Kimberly Nicoli,Female,White,summer_14
MO,Scott County,Prosecuting Attorney,Paul Boyd,Male,White,summer_14
MO,Shannon County,Prosecuting Attorney,Jodie Brumble,Female,White,summer_14
MO,Shelby County,Prosecuting Attorney,Jordan Rogers Force,Female,White,summer_14
MO,St. Charles County,Prosecuting Attorney,Tom Lohmar,Male,White,summer_14
MO,St. Clair County,Prosecuting Attorney,Joleene V. Simmons,Female,White,summer_14
MO,St. Francois County,Prosecuting Attorney,Jerrod Mahurin,Male,White,summer_14
MO,St. Louis City,Circuit Attorney,Jennifer M. Joyce,Female,White,summer_14
MO,St. Louis County,Prosecuting Attorney,Robert McCulloch,Male,White,summer_14
MO,Ste. Genevieve County,Prosecuting Attorney,Carl Kinsky,Male,White,summer_14
MO,Stoddard County,Prosecuting Attorney,Russell Oliver,Male,White,summer_14
MO,Stone County,Prosecuting Attorney,Matt Selby,Male,White,summer_14
MO,Sullivan County,Prosecuting Attorney,Jerry Hollon,Male,White,summer_14
MO,Taney County,Prosecuting Attorney,Jeff Merrell,Male,White,summer_14
MO,Texas County,Prosecuting Attorney,"Mickael R. ""Mike"" Anderson",Male,White,summer_14
MO,Vernon County,Prosecuting Attorney,Lynn Ewing III,Male,White,summer_14
MO,Warren County,Prosecuting Attorney,Michael Wright,Male,White,summer_14
MO,Washington County,Prosecuting Attorney,Joshua E. Hedgecorth,Male,White,summer_14
MO,Wayne County,Prosecuting Attorney,Robert Ramshur,Male,White,summer_14
MO,Webster County,Prosecuting Attorney,Danette Padgett,Female,White,summer_14
MO,Worth County,Prosecuting Attorney,David Baird,Male,White,summer_14
MO,Wright County,Prosecuting Attorney,Jason MacPherson,Male,White,summer_14
MS,Adams County,County Prosecuting Attorney,John Barrett Martin,Male,White,summer_14
MS,Alcorn County,County Prosecuting Attorney,Bob Moore,Male,White,summer_14
MS,Alcorn County,District Attorney,Trent Kelly,Male,White,summer_14
MS,Amite County,District Attorney,Ronnie Harper,Male,White,summer_14
MS,Attala County,District Attorney,Doug Evans,Male,White,summer_14
MS,Benton County,District Attorney,Ben Creekmore,Male,White,summer_14
MS,Bolivar County,County Prosecuting Attorney,Aelicia L. Thomas,Unknown,Unknown,summer_14
MS,Bolivar County,District Attorney,Brenda F. Mitchell,Female,Black or African American,summer_14
MS,Claiborne County,County Prosecuting Attorney,Michael Keyton,Male,Black or African American,summer_14
MS,Clark County,District Attorney,E. J. (Bilbo) Mitchell,Male,Black or African American,summer_14
MS,Clay County,District Attorney,Forrest Allgood,Male,White,summer_14
MS,Coahoma County,County Prosecuting Attorney,C. Kent Haney,Male,Black or African American,summer_14
MS,Copiah County,County Prosecuting Attorney,Elise B. Munn,Female,White,summer_14
MS,Copiah County,District Attorney,Alexander C. Martin,Male,Black or African American,summer_14
MS,Covington County,District Attorney,Daniel Jones,Male,White,summer_14
MS,Desoto County,County Prosecuting Attorney,Craig Treadway,Male,White,summer_14
MS,Desoto County,District Attorney,John W. Champion,Male,White,summer_14
MS,Forrest County,County Prosecuting Attorney,Pamela Luckie Castle,Female,White,summer_14
MS,Franklin County,County Prosecuting Attorney,Mary K. Williamson,Female,White,summer_14
MS,George County,County Prosecuting Attorney,Mark A. Maples,Male,White,summer_14
MS,George County,District Attorney,"Anthony Lawrence, III",Male,White,summer_14
MS,Greene County,County Prosecuting Attorney,Lee Turner,Unknown,Unknown,summer_14
MS,Hancock County,County Prosecuting Attorney,Olen Anderson,Male,White,summer_14
MS,Harrison County,"County Prosecuting Attorney, First Judicial",Herman Cox,Male,White,summer_14
MS,Harrison County,District Attorney,Joel Smith,Male,White,summer_14
MS,Hinds County,District Attorney,Robert Shuler Smith,Male,Black or African American,summer_14
MS,Holmes County,County Prosecuting Attorney,Pearlene Jones,Unknown,Unknown,summer_14
MS,Holmes County,District Attorney,Akillie Malone-Oliver,Unknown,Unknown,summer_14
MS,Issaquena County,District Attorney,"Richard (Ricky) Smith, Jr",Male,White,summer_14
MS,Jackson County,County Prosecuting Attorney,Mark Watts,Male,White,summer_14
MS,Jackson County,District Attorney,Anthony Lawrence III,Male,White,summer_14
MS,Jefferson County,County Prosecuting Attorney,Jeffery Harness,Male,White,summer_14
MS,Jefferson Davis County,District Attorney,Hal. Kittrell,Male,White,summer_14
MS,Jones County,County Prosecuting Attorney,M. Wayne Thompson,Unknown,Unknown,summer_14
MS,Jones County,District Attorney,Anthony J. Buckley,Male,White,summer_14
MS,Kemper County,County Prosecuting Attorney,Marvin Wiggins,Male,Black or African American,summer_14
MS,Lafayette County,County Prosecuting Attorney,Bela J. Chain III,Male,Black or African American,summer_14
MS,Lamar County,County Prosecuting Attorney,Brad Touchstone,Male,White,summer_14
MS,Lamar County,District Attorney,Hal Kittrell,Male,White,summer_14
MS,Lauderdale County,County Prosecuting Attorney,Justin M. Cobb,Male,White,summer_14
MS,Lauderdale County,District Attorney,E.J. (Bilbo) Mitchell,Male,Black or African American,summer_14
MS,Lawrence County,County Prosecuting Attorney,Damond Ready,Male,White,summer_14
MS,Leake County,District Attorney,Mark Duncan,Male,White,summer_14
MS,Lee County,County Prosecuting Attorney,James D. Moore,Male,White,summer_14
MS,Leflore County,County Prosecuting Attorney,Richard A. Oakes,Unknown,Unknown,summer_14
MS,Leflore County,District Attorney,Dewayne Richardson,Male,Black or African American,summer_14
MS,Lincoln County,County Prosecuting Attorney,W. Brady Kellems,Male,White,summer_14
MS,Lincoln County,District Attorney,"Dewitt (Dee) Bates, Jr",Male,White,summer_14
MS,Lowndes County,County Prosecuting Attorney,Allison Pritchard Kizer,Female,White,summer_14
MS,Madison County,County Prosecuting Attorney,Allen Phillips,Male,White,summer_14
MS,Marion County,County Prosecuting Attorney,Scott Phillips,Male,White,summer_14
MS,Marshall County,County Prosecuting Attorney,Shirley C. Byers,Female,Black or African American,summer_14
MS,Monroe County,County Prosecuting Attorney,Candace Cooper Blalock,Female,Black or African American,summer_14
MS,MS,Attorney General,Jim Hood,Male,White,summer_14
MS,Neshoba County,County Prosecuting Attorney,Tammy Copeland Smith,Female,White,summer_14
MS,Oktibbeha County,County Prosecuting Attorney,"Roy E. Carpenter, Jr",Male,White,summer_14
MS,Panola County,County Prosecuting Attorney,C. Gaines Baker,Male,White,summer_14
MS,Pearl River County,County Prosecuting Attorney,"Aaron L. Russell, Jr",Male,White,summer_14
MS,Perry County,District Attorney,Patricia Burchell,Female,White,summer_14
MS,Pike County,County Prosecuting Attorney,David L. Brewer,Male,Black or African American,summer_14
MS,Pontotoc County,County Prosecuting Attorney,Malcolm McAuley,Male,White,summer_14
MS,Rankin County,County Prosecuting Attorney,Richard Wilson,Male,White,summer_14
MS,Rankin County,District Attorney,Michael Guest,Male,White,summer_14
MS,Scott County,County Prosecuting Attorney,Tanya Carl,Female,White,summer_14
MS,Simpson County,County Prosecuting Attorney,Bruce Smith,Male,White,summer_14
MS,Sunflower County,County Prosecuting Attorney,Gary Austin,Male,White,summer_14
MS,Tate County,County Prosecuting Attorney,Ginger Slocum,Female,White,summer_14
MS,Tishomingo County,County Prosecuting Attorney,Nicholas B. Phillips,Male,Black or African American,summer_14
MS,Union County,County Prosecuting Attorney,Joe Marshall Davis,Male,White,summer_14
MS,Warren County,County Prosecuting Attorney,W. Richard Johnson,Male,White,summer_14
MS,Washington County,County Prosecuting Attorney,Eric Hawkins,Male,Black or African American,summer_14
MS,Yalobusha County,County Prosecuting Attorney,Gail Barton,Female,White,summer_14
MS,Yazoo County,County Prosecuting Attorney,Richard J. Rohman,Male,White,summer_14
MT,Beaverhead County,Attorney,Jed Fitch,Male,White,summer_14
MT,Big Horn County,Attorney,Georgette Hogan,Unknown,Unknown,summer_14
MT,Blaine County,Attorney,Donald Ranstrom,Male,White,summer_14
MT,Broadwater County,Attorney,Karla Mae Bosse,Female,White,summer_14
MT,Carbon County,Attorney,Alex Nixon,Male,White,summer_14
MT,Carter County,Attorney,Albert Batterman,Male,White,summer_14
MT,Cascade County,Attorney,John Parker,Male,White,summer_14
MT,Chouteau County,Attorney,Stephen Gannon,Male,White,summer_14
MT,Custer County,Attorney,Wyatt Glade,Male,White,summer_14
MT,Daniels County,Attorney,Ken Hoversland,Unknown,Unknown,summer_14
MT,Dawson County,Attorney,Olivia Rieger,Female,White,summer_14
MT,Deer Lodge County,Attorney,Ben Krakowka,Male,White,summer_14
MT,Fergus County,Attorney,Thomas Meissner,Male,White,summer_14
MT,Flathead County,Attorney,Ed Corrigan,Male,White,summer_14
MT,Gallatin County,Attorney,Marty Lambert,Male,White,summer_14
MT,Garfield County,Attorney/Public Administrator,Gary Ryder,Unknown,Unknown,summer_14
MT,Glacier County,Attorney,Carolyn Berkram,Unknown,Unknown,summer_14
MT,Granite County,Attorney,Christopher Miller,Male,White,summer_14
MT,Hill County,Attorney,Gina Dahl,Female,White,summer_14
MT,Jefferson County,County Attorney / Public Administrator,Mathew Johnson,Male,White,summer_14
MT,Judith Basin County,Attorney,Mark Westveer,Male,White,summer_14
MT,Lake County,Attorney,Mitch Young,Male,White,summer_14
MT,Lewis And Clark County,Attorney/Public Administrator,Leo Gallagher,Male,White,summer_14
MT,Liberty County,Attorney,Hugh Brown,Male,White,summer_14
MT,Lincoln County,Attorney,Bernard Cassidy,Male,White,summer_14
MT,Madison County,Attorney,Chris Christensen,Male,White,summer_14
MT,McCone County,Attorney,Kendall Link,Male,White,summer_14
MT,Meagher County,Attorney,Kimberly Deschene,Female,White,summer_14
MT,Mineral County,Attorney,Marcia Boris,Female,White,summer_14
MT,Missoula County,Attorney,Fred Van Valkenburg,Male,White,summer_14
MT,MT,Attorney General,Tim Fox,Male,White,summer_14
MT,Musselshell County,Attorney,Kent Sipe,Male,White,summer_14
MT,Park County,Attorney,Vacant,Unknown,Unknown,summer_14
MT,Phillips County,Attorney,Edward Amestoy,Male,White,summer_14
MT,Pondera County,Attorney,Mary Ann Ries,Female,White,summer_14
MT,Powder River County,Attorney,Jeffrey Noble,Male,White,summer_14
MT,Powell County,Attorney,Lewis Smith,Male,White,summer_14
MT,Prairie County,Attorney,Rebecca Convery,Female,White,summer_14
MT,Ravalli County,County Attorney,Bill Fulbright,Male,White,summer_14
MT,Richland County,Attorney,Mike Weber,Male,White,summer_14
MT,Roosevelt County,Attorney,Ralph Patch,Male,White,summer_14
MT,Rosebud County,Attorney/Public Administrator,Michael Hayworth,Male,White,summer_14
MT,Sanders County,Attorney,Bob Zimmerman,Male,White,summer_14
MT,Silver Bow County,Attorney,Eileen Joyce,Female,White,summer_14
MT,Stillwater County,Attorney,John Petak III,Male,White,summer_14
MT,Sweet Grass County,Attorney,Patrick Dringman,Male,White,summer_14
MT,Teton County,Attorney,Joe Coble,Male,White,summer_14
MT,Toole County,Attorney,Merle Ralph,Male,White,summer_14
MT,Valley County,Attorney,Nick Murnion,Male,White,summer_14
MT,Wheatland County,Attorney/Public Administrator,Linda Hickman,Female,White,summer_14
MT,Wibaux County,Attorney,Ronald Efta,Male,White,summer_14
MT,Yellowstone County,Attorney,Scott Twito,Male,White,summer_14
NC,Alamance County,District Attorney,Patrick Nadolski,Male,White,summer_14
NC,Alexander County,District Attorney,Sarah Kirkman,Female,White,summer_14
NC,Alleghany County,District Attorney,Tom Horner,Male,White,summer_14
NC,Anson County,District Attorney,Reece Saunders,Unknown,Unknown,summer_14
NC,Avery County,District Attorney,Gerald Wilson,Male,White,summer_14
NC,Bladen County,District Attorney,Jon David,Male,White,summer_14
NC,Buncombe County,District Attorney,Ron Moore,Male,White,summer_14
NC,Burke County,District Attorney,James Gaither,Male,White,summer_14
NC,Cabarrus County,District Attorney,Roxann Vaneekhoven,Unknown,Unknown,summer_14
NC,Camden County,District Attorney,Frank Parrish,Male,White,summer_14
NC,Carteret County,District Attorney,Scott Thomas,Male,White,summer_14
NC,Caswell County,District Attorney,Wallace Bradsher,Male,White,summer_14
NC,Catawba County,District Attorney,James Gaither Jr.,Male,White,summer_14
NC,Chatham County,District Attorney,Jim Woodall,Male,White,summer_14
NC,Cherokee County,District Attorney,Michael Bonfoey,Male,White,summer_14
NC,Cumberland County,District Attorney,William West,Male,White,summer_14
NC,Davie County,District Attorney,Garry Frank,Male,White,summer_14
NC,Durham County,District Attorney,Leon Stanback,Male,Black or African American,summer_14
NC,Edgecombe County,District Attorney,Robert Evans,Male,Black or African American,summer_14
NC,Forsyth County,District Attorney,James R. O'Neill,Male,White,summer_14
NC,Gaston County,District Attorney,Locke Bell,Unknown,Unknown,summer_14
NC,Greene County,District Attorney,"C. Branson Vickory, III",Male,White,summer_14
NC,Guilford County,District Attorney,J. Douglas Henderson,Male,White,summer_14
NC,Halifax County,District Attorney,Melissa D. Pelfrey,Female,White,summer_14
NC,Henderson County,District Attorney,Jeff Hunt,Male,White,summer_14
NC,Hertford County,District Attorney,Valerie Asbell,Female,White,summer_14
NC,Hyde County,District Attorney,Seth Edwards,Male,White,summer_14
NC,Johnston County,District Attorney,Susan Doyle,Female,White,summer_14
NC,Lee County,District Attorney,Vernon Stewart,Male,White,summer_14
NC,Lincoln County,District Attorney,Rick Shaffer,Male,White,summer_14
NC,Madison County,District Attorney,Jerry Wilson,Male,White,summer_14
NC,McDowell County,District Attorney,Brad Greenway,Male,White,summer_14
NC,Mecklenburg County,District Attorney,R. Andrew Murray,Male,White,summer_14
NC,Montgomery County,District Attorney,Garland N. Yates,Male,White,summer_14
NC,Moore County,District Attorney,Maureen Krueger,Female,White,summer_14
NC,NC,Attorney General,Roy Cooper,Male,White,summer_14
NC,New Hanover County,District Attorney,Benjamin David,Male,White,summer_14
NC,Onslow County,District Attorney,Ernie Lee,Male,White,summer_14
NC,Pitt County,District Attorney,Kimberly S. Robb,Female,White,summer_14
NC,Robeson County,District Attorney,"Luther Johnson Britt, III",Male,White,summer_14
NC,Rockingham County,District Attorney,Phil Berger,Male,White,summer_14
NC,Rowan County,District Attorney,Brandy Cook,Female,White,summer_14
NC,Scotland County,District Attorney,Kristy Newton,Female,White,summer_14
NC,Stokes County,District Attorney,Ricky Bowman,Male,White,summer_14
NC,Union County,District Attorney,Trey Robison,Male,White,summer_14
NC,Vance County,District Attorney,"Samuel B. Currin, III",Male,White,summer_14
NC,Wake County,District Attorney,"C. Colon Willoughby, Jr.",Male,White,summer_14
ND,Adams,State's Attorney,Aaron Roseland,Male,White,summer_14
ND,Barnes,State's Attorney,Lee Grossman,Male,White,summer_14
ND,Benson,State's Attorney,James Wang,Male,Asian American or Pacific Islander,summer_14
ND,Billings,State's Attorney,Jay Brovold,Male,White,summer_14
ND,Bottineau,State's Attorney,A. Swain Benson III,Male,White,summer_14
ND,Bowman,State's Attorney,Andrew Weiss,Unknown,Unknown,summer_14
ND,Burke,State's Attorney,Amber Fiesel,Unknown,Unknown,summer_14
ND,Burleigh,State's Attorney,Richard Riha,Male,White,summer_14
ND,Cass,State's Attorney,Birch Burdick,Male,White,summer_14
ND,Cavalier,State's Attorney,R. Scott Stewart,Male,White,summer_14
ND,Dickey,State's Attorney,Gary Neuharth,Male,White,summer_14
ND,Divide,State's Attorney,Elizabeth Pendlay,Female,White,summer_14
ND,Dunn,State's Attorney,Ross Sundeen,Male,White,summer_14
ND,Eddy,State's Attorney,Travis Peterson,Male,White,summer_14
ND,Emmons,State's Attorney,Donald Becker,Male,White,summer_14
ND,Foster,State's Attorney,Paul Murphy,Male,White,summer_14
ND,Golden Valley,State's Attorney,Charles Peterson,Male,White,summer_14
ND,Grand Forks,State's Attorney,Peter Welte,Male,White,summer_14
ND,Grant,State's Attorney,Dan Herbel,Unknown,Unknown,summer_14
ND,Griggs,State's Attorney,Paul C. Murphy,Male,White,summer_14
ND,Hettinger,State's Attorney,James Gion,Unknown,Unknown,summer_14
ND,Kidder,State's Attorney,Eric Hetland,Male,White,summer_14
ND,LaMoure,State's Attorney,Ryan Norrell,Male,White,summer_14
ND,Logan,State's Attorney,Gerald Kuhn,Male,White,summer_14
ND,McHenry,State's Attorney,Marie Miller,Female,White,summer_14
ND,McIntosh,State's Attorney,Terry Elhard,Male,White,summer_14
ND,McLean,State's Attorney,Ladd Erickson,Male,White,summer_14
ND,Mercer,State's Attorney,Jessica Binder,Female,White,summer_14
ND,Morton,State's Attorney,Allen Koppy,Male,White,summer_14
ND,Mountrail,State's Attorney,Wade Enget,Male,White,summer_14
ND,ND,Attorney General,Wayne Stenehjem,Male,White,summer_14
ND,Nelson,State's Attorney,Jayme Tenneson,Male,White,summer_14
ND,Oliver,State's Attorney,John Mahoney,Male,White,summer_14
ND,Pembina,State's Attorney,Stephenie Davis,Female,White,summer_14
ND,Pierce,State's Attorney,Galen Mack,Male,White,summer_14
ND,Ramsey,State's Attorney,Lonnie Olson,Male,White,summer_14
ND,Ransom,State's Attorney,Fallon Kelly,Female,White,summer_14
ND,Renville,State's Attorney,Marvin Madsen,Male,White,summer_14
ND,Richland,State's Attorney,Ron McBeth,Male,White,summer_14
ND,Rolette,State's Attorney,Lisa Gibbens,Unknown,Unknown,summer_14
ND,Sargent,State's Attorney,Lyle Bopp,Male,White,summer_14
ND,Sioux,State's Attorney,John Gosbee,Male,White,summer_14
ND,Slope,State's Attorney,Jim Gion,Unknown,Unknown,summer_14
ND,Stark,State's Attorney,Tom Henning,Male,White,summer_14
ND,Steele,State's Attorney,Charles Stock,Male,White,summer_14
ND,Stutsman,State's Attorney,Fritz Fremgen,Male,White,summer_14
ND,Towner,State's Attorney,Robert Ackre,Unknown,Unknown,summer_14
ND,Traill,State's Attorney,Stuart Larson,Male,White,summer_14
ND,Walsh,State's Attorney,Barbara Whelan,Female,White,summer_14
ND,Ward,State's Attorney,Rozanna C. Larson,Unknown,Unknown,summer_14
ND,Wells,State's Attorney,Kathleen Trosen,Female,White,summer_14
ND,Williams,State's Attorney,Marlyce Wilder,Unknown,Unknown,summer_14
NE,Adams,Attorney,Donna Fegler Daiss,Female,White,summer_14
NE,Antelope,Attorney,Joseph Abler,Male,White,summer_14
NE,Arthur,Attorney,Rick Roberts,Male,White,summer_14
NE,Banner,Attorney,James Zimmerman,male,white,summer_14
NE,Boone,Attorney,John Morgan,Unknown,Unknown,summer_14
NE,Box Butte,Attorney,Kathleen Hutchinson,Female,White,summer_14
NE,Boyd,Attorney,Ashley Boettcher,Female,White,summer_14
NE,Brown,Attorney,David Streich,Male,White,summer_14
NE,Buffalo,Attorney,Shawn Eatherton,Male,White,summer_14
NE,Burt,Attorney,Daniel Smith,Male,White,summer_14
NE,Butler,Attorney,Julie Reiter,Female,White,summer_14
NE,Cass,Attorney,Nathan Cox,Male,White,summer_14
NE,Cedar,Attorney,George Hirschbach,Male,White,summer_14
NE,Chase,Attorney,Arlan Wine,Male,White,summer_14
NE,Clay,Attorney,Ted Griess,Male,White,summer_14
NE,Colfax,Attorney,Denise Kracl,Female,White,summer_14
NE,Cuming,Attorney,Daniel Bracht,Male,White,summer_14
NE,Custer,Attorney,Tami Schendt,Female,White,summer_14
NE,Dakota,Attorney,Kimberly Watson,Female,White,summer_14
NE,Dawes,Attorney,Vance Haug,Male,White,summer_14
NE,Dawson,Attorney,Elizabeth Waterman,Female,White,summer_14
NE,Deuel,Attorney,Paul Schaub,Male,white,summer_14
NE,Dixon,Attorney,Leland Miner,Male,White,summer_14
NE,Dodge,Attorney,Oliver Glass,Male,White,summer_14
NE,Douglas,Attorney,Donald Kleine,Male,White,summer_14
NE,Dundy,Attorney,Gary Burke,Male,white,summer_14
NE,Fillmore,Attorney,Jill Cunningham,Female,White,summer_14
NE,Franklin,Attorney,Patrick Duncan,Male,White,summer_14
NE,Frontier,Attorney,Jon Schroeder,Male,White,summer_14
NE,Furnas,Attorney,Tom Patterson,Male,White,summer_14
NE,Gage,Attorney,Roger Harris,Male,White,summer_14
NE,Garden,Attorney,Philip Pierce,Male,white,summer_14
NE,Garfield,Attorney,Dale Crandall,Male,White,summer_14
NE,Gosper,Attorney,Todd Wilson,Male,White,summer_14
NE,Grant,Attorney,A. James Moravek,Unknown,Unknown,summer_14
NE,Greeley,County Attorney,Cindy Bassett,Female,White,summer_14
NE,Hall,Attorney,Mark Young,Male,White,summer_14
NE,Hamilton,Attorney,Michael Powell,Male,White,summer_14
NE,Harlan,Attorney,Bryan McQuay,Male,White,summer_14
NE,Hitchcock,Attorney,D. Eugene Garner,Male,White,summer_14
NE,Holt,Attorney,Thomas Herzog,Male,White,summer_14
NE,Hooker,Attorney,George Vinton,Male,White,summer_14
NE,Howard,Attorney,David Schroeder,Male,White,summer_14
NE,Jefferson,Attorney,Linda Bauer,Female,White,summer_14
NE,Johnson,Attorney,Julie Smith,Female,White,summer_14
NE,Kearney,Attorney,Melodie Bellamy,Female,White,summer_14
NE,Keith,Attorney,Randy Fair,Male,White,summer_14
NE,Keya Paha,Attorney,Eric Scott,Male,white,summer_14
NE,Kimball,Attorney,David Wilson,Male,White,summer_14
NE,Knox,Attorney,John Thomas,Male,White,summer_14
NE,Lancaster,Attorney,Joe Kelly,Male,White,summer_14
NE,Lincoln,Attorney,Rebecca Harling,Female,White,summer_14
NE,Logan,Attorney,Steve Vinton,Male,white,summer_14
NE,Loup,Attorney,Jason White,Male,white,summer_14
NE,Madison,Attorney,Joseph Smith,Male,White,summer_14
NE,McPherson,Attorney,Tim Brouillette,Male,white,summer_14
NE,Merrick,Attorney,Lynelle Homolka,Female,White,summer_14
NE,Morrill,Attorney,Travis Rodak,Male,White,summer_14
NE,Nance,Attorney,Rodney Wetovick,Unknown,Unknown,summer_14
NE,NE,Attorney General,Jon Bruning,Male,White,summer_14
NE,Nemaha,Attorney,Louie Ligouri,Male,White,summer_14
NE,Nuckolls,Attorney,Timothy Scott Schmidt,Male,White,summer_14
NE,Otoe,Attorney,David Partsch,Male,White,summer_14
NE,Pawnee,Attorney,Jennifer Ladman,Female,White,summer_14
NE,Perkins,Attorney,Richard Roberts,Male,White,summer_14
NE,Phelps,Attorney,Timothy Hoeft,Male,White,summer_14
NE,Pierce,Attorney,Verlyn Luebbe,Male,White,summer_14
NE,Platte,Attorney,Carl Hart Jr.,Male,White,summer_14
NE,Polk,Attorney,Ronald Colling,Male,White,summer_14
NE,Red Willow,Attorney,Paul Wood,Male,White,summer_14
NE,Richardson,Attorney,Robert Meyer,Male,White,summer_14
NE,Rock,Attorney,Avery Gurnsey,Male,White,summer_14
NE,Saline,Attorney,Tad Eickman,Male,White,summer_14
NE,Sarpy,Attorney,Lee Polikov,Male,White,summer_14
NE,Saunders,Attorney,Scott Tingelhoff,Male,White,summer_14
NE,Scotts Bluff,Attorney,Douglas Warner,Male,White,summer_14
NE,Seward,Attorney,Wendy Elston,Female,White,summer_14
NE,Sherman,Attorney,Mark Eurek,Male,White,summer_14
NE,Sioux,Attorney,J. Adam Edmund,Unknown,Unknown,summer_14
NE,Stanton,Attorney,W. Bert Lammli,Male,white,summer_14
NE,Thayer,Attorney,Daniel Werner,Male,White,summer_14
NE,Thomas,Attorney,Warren Arganbright,Male,white,summer_14
NE,Thurston,Attorney,Nora Goll,female,white,summer_14
NE,Valley,Attorney,Glenn Clark,Male,white,summer_14
NE,Washington,Attorney,Shurie Graeve,Female,White,summer_14
NE,Wayne,Attorney,Michael Pieper,Male,White,summer_14
NE,Webster,Attorney,Sara Bockstadter,Female,White,summer_14
NE,Wheeler,Attorney,James McNally,Male,white,summer_14
NE,York,Attorney,Candace Dick,Female,White,summer_14
NM,11th Judicial District Division 1,District Attorney,"Robert P. ""Rick"" Tedrow",Male,White,summer_14
NM,11th Judicial District Division 2,District Attorney,Karl Gillson,Male,White,summer_14
NM,12th Judicial District,District Attorney,Diana Martwick,Female,White,summer_14
NM,13th Judicial District,District Attorney,Lemuel L. Martinez,Male,Hispanic or Latino,summer_14
NM,1st Judicial District,District Attorney,"Angela R. ""Spence"" Pacheco",Female,Hispanic or Latino,summer_14
NM,2nd Judicial District,District Attorney,Kari E. Brandenburg,Female,White,summer_14
NM,3rd Judicial District,District Attorney,Mark D'Antonio,Male,White,summer_14
NM,4th Judicial District,District Attorney,Richard Flores,Male,Hispanic or Latino,summer_14
NM,5th Judicial District,District Attorney,Janetta B. Hicks,Female,White,summer_14
NM,6th Judicial District,District Attorney,Francesca Martinez-Estevez,Female,Hispanic or Latino,summer_14
NM,7th Judicial District,District Attorney,Clint Wellborn,Male,White,summer_14
NM,8th Judicial District,District Attorney,Donald Gallegos,Male,Hispanic or Latino,summer_14
NM,9th Judicial District,District Attorney,Andrea Reeb,Female,White,summer_14
NM,NM,Attorney General,Gary King,Male,White,summer_14
NV,Carson City,District Attorney,Neil Rombardo,Male,White,summer_14
NV,Churchill,District Attorney,Arthur Mallory,Male,White,summer_14
NV,Clark,District Attorney,Steve Wolfson,Male,White,summer_14
NV,Douglas,District Attorney,Mark Jackson,Male,White,summer_14
NV,Elko,District Attorney,Mark Torvinen,Male,White,summer_14
NV,Esmeralda,District Attorney,"Robert Glennen, III",Unknown,Unknown,summer_14
NV,Eureka,District Attorney,Theodore Beutel,Male,White,summer_14
NV,Humboldt,District Attorney,Michael Macdonald,Male,White,summer_14
NV,Lander,District Attorney,Angie Elquist,Female,White,summer_14
NV,Lincoln,District Attorney,Daniel Hooge,Male,White,summer_14
NV,Lyon,District Attorney,Robert Auer,Unknown,Unknown,summer_14
NV,Mineral,District Attorney,Sean Rowe,Male,White,summer_14
NV,NV,Attorney General,Catherine Cortez Masto,Female,Hispanic or Latino,summer_14
NV,Nye,District Attorney,Brian T. Kunzi,Male,White,summer_14
NV,Pershing,District Attorney,Jim Shirley,Male,White,summer_14
NV,Storey,District Attorney,William A. Maddox,Male,White,summer_14
NV,Washoe,District Attorney,Richard Gammick,Unknown,Unknown,summer_14
NV,White Pine,District Attorney,Kelly Brown,Male,White,summer_14
NY,Albany,District Attorney,P. David Soares,Male,Black or African American,summer_14
NY,Allegany,District Attorney,Keith Slep,Unknown,Unknown,summer_14
NY,Bronx,District Attorney - Bronx,Robert Johnson,Male,Black or African American,summer_14
